timestamp|gaze_x|gaze_y|fixation_x|fixation_y|fixation_id|scroll_y|paragraph_id|fixation_paragraph_id|enter|hover|leave|abs_y
0.0|1235.36861861089|834.402258293232|1244.561566462703|829.760970141441|0|1.0|0|0|(69, 'the')|None|None|1884.402258293232
0.012049770080672132|1244.46677379371|829.157881658685|1244.561566462703|829.760970141441|0|1.0|0|0|(70, 'system')|None|(69, 'the')|1879.157881658685
0.024099540161344263|1245.3412828904|830.093296428872|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1880.093296428872
0.0361493102420164|1246.21579198709|831.028711199059|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1881.028711199059
0.04819908032268853|1246.43218416951|831.441508808979|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1881.441508808979
0.06024885040336066|1246.67198682071|831.609115712822|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1881.6091157128221
0.0722986204840328|1247.15581605022|832.156586437842|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1882.156586437842
0.08434839056470492|1247.15814643902|832.05201959276|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1882.05201959276
0.09639816064537705|1246.83522433861|831.717334102625|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1881.717334102625
0.10844793072604919|1247.58498473593|830.843934607846|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1880.843934607846
0.12049770080672131|1247.7563712394149|832.162707889187|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1882.162707889187
0.13254747088739344|1247.9277577429|833.481481170528|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1883.481481170528
0.1445972409680656|1248.17984140079|833.468200892688|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1883.468200892688
0.1566470110487377|1248.47991081821|833.046443830423|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1883.046443830423
0.16869678112940983|1248.49115310756|833.404180283325|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1883.4041802833249
0.18074655121008198|1247.84976834683|834.535446492347|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1884.535446492347
0.1927963212907541|1248.03765768653|834.7366689911299|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1884.73666899113
0.20484609137142623|1248.22554702623|834.937891489913|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1884.937891489913
0.21689586145209838|1249.79098917395|834.499868345457|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1884.499868345457
0.2289456315327705|1251.32323696824|835.86942620539|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1885.86942620539
0.24099540161344263|1251.57180351989|835.639043690371|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1885.639043690371
0.2530451716941148|1251.25082258589|834.465163057475|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1884.465163057475
0.2650949417747869|1251.2098787930368|833.1032240240351|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1883.103224024035
0.277144711855459|1251.1689350001834|831.741284990595|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1881.741284990595
0.2891944819361312|1251.12799120733|830.379345957155|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1880.379345957155
0.30124425201680327|1250.85248928749|827.209309146984|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1877.209309146984
0.3132940220974754|1248.69944418759|826.378549053926|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1876.378549053926
0.3253437921781476|1246.31732888095|824.940794561594|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1874.940794561594
0.33739356225881967|1246.41007946462|825.015389668695|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1875.015389668695
0.3494433323394918|1246.3658480915|825.17506468088|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1875.17506468088
0.36149310242016397|1246.32161671838|825.334739693065|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1875.3347396930649
0.37354287250083607|1244.42010661494|826.499521805911|1244.561566462703|829.760970141441|0|1.0|0|0|None|(70, 'system')|None|1876.499521805911
0.3855926425815082|1240.68389498494|826.629192922107|1244.561566462703|829.760970141441|0|1.0|0|0|(69, 'the')|None|(70, 'system')|1876.629192922107
0.39764241266218037|1240.23997625975|826.473252672144|1244.561566462703|829.760970141441|0|1.0|0|0|None|(69, 'the')|None|1876.473252672144
0.40969218274285246|1236.04325691351|825.172322604537|1244.561566462703|829.760970141441|0|1.0|0|0|None|(69, 'the')|None|1875.172322604537
0.4217419528235246|1235.0784346980533|824.9907588054917|1244.561566462703|829.760970141441|0|1.0|0|0|None|(69, 'the')|None|1874.9907588054916
0.43379172290419676|1234.1136124825966|824.8091950064463|1244.561566462703|829.760970141441|0|1.0|0|0|None|(69, 'the')|None|1874.8091950064463
0.44584149298486886|1233.14879026714|824.627631207401|1244.561566462703|829.760970141441|0|1.0|0|0|None|(69, 'the')|None|1874.627631207401
0.457891263065541|1230.12375189302|823.2722018978441|1244.561566462703|829.760970141441|0|1.0|0|0|None|(69, 'the')|None|1873.272201897844
0.46994103314621316|1227.0987135189|821.916772588287|1244.561566462703|829.760970141441|0|1.0|0|0|None|(69, 'the')|None|1871.9167725882871
0.48199080322688526|1225.48440625437|821.78205533102|1244.561566462703|829.760970141441|0|1.0|0|0|None|(69, 'the')|None|1871.78205533102
0.4940405733075574|1192.89755309083|842.484256576695|None|None|None|1.0|0|None|None|(69, 'the')|None|1892.4842565766949
0.5060903433882296|1183.26318491183|851.617881778193|None|None|None|1.0|0|None|(59, 'for')|None|(69, 'the')|1901.617881778193
0.5181401134689017|1173.62881673283|860.751506979691|None|None|None|1.0|0|None|None|(59, 'for')|None|1910.751506979691
0.5301898835495737|1066.92684006604|1001.504178501267|None|None|None|1.0|0|None|(38, 'During')|None|(59, 'for')|2051.5041785012672
0.542239653630246|1050.49149060619|1024.21584405415|None|None|None|1.0|0|None|(29, 'to')|None|(38, 'During')|2074.21584405415
0.554289423710918|1031.88109359339|1048.4448947865399|None|None|None|1.0|0|None|(28, 'rights')|None|(29, 'to')|2098.44489478654
0.5663391937915901|1016.19304634007|1068.07635300002|None|None|None|1.0|0|None|(18, 'football')|None|(28, 'rights')|2118.07635300002
0.5783889638722624|951.07875765343|1156.106203117548|None|None|None|1.0|0|None|(9, 'management')|None|(18, 'football')|2206.106203117548
0.5904387339529344|940.020021474345|1174.078581995737|None|None|None|1.0|0|None|(2, 'are')|None|(9, 'management')|2224.0785819957373
